temps (s)	HR_4	HR_8	HR_12	FLX_8	FLX_16	T_4	T_8	T_12
0	0.48	0.56	0.66	3.602397963	3.991890393	294.84	291.28	287.76
300	0.480703226	0.560401449	0.661883352	3.602321555	4.002212773	294.8112529	291.2900787	287.728116
600	0.481406452	0.560802897	0.663766705	3.602244685	4.012525587	294.7825058	291.3001573	287.6962321
900	0.482109678	0.561204346	0.665650057	3.602167353	4.022828837	294.7537587	291.310236	287.6643481
1200	0.482427765	0.56125406	0.666104248	3.602582729	4.051311426	294.7469781	291.3130305	287.6503032
1500	0.482745852	0.561303775	0.666558438	3.602998127	4.079757039	294.7401974	291.315825	287.6362583
1800	0.483063939	0.561353489	0.667012628	3.603413547	4.108165675	294.7334168	291.3186195	287.6222134
2100	0.481372617	0.561340465	0.667370426	3.593066396	4.08009519	294.6936743	291.3144311	287.6102765
2400	0.479681294	0.561327441	0.667728224	3.582721106	4.052026837	294.6539319	291.3102427	287.5983396
2700	0.477989971	0.561314417	0.668086022	3.572377678	4.023960617	294.6141894	291.3060543	287.5864026
3000	0.477213153	0.56128834	0.668363793	3.559630104	3.958032097	294.6578686	291.3001553	287.5756712
3300	0.478923538	0.561216605	0.668580615	3.5512149	3.916768436	294.6659764	291.293523	287.5663383
3600	0.479369814	0.561154589	0.668812637	3.548491639	3.8919747	294.6454129	291.2873587	287.5578269
3900	0.479489327	0.561096793	0.669051424	3.547550231	3.867158374	294.6202141	291.2816061	287.5505841
4200	0.479608839	0.561038998	0.669290211	3.546608946	3.84232019	294.5950153	291.2758534	287.5433412
4500	0.479662272	0.560972055	0.669507651	3.543963165	3.865504647	294.5806388	291.2697739	287.5371709
4800	0.479708363	0.560904095	0.66972272	3.541128588	3.894020047	294.5674647	291.263658	287.5311198
5100	0.479754454	0.560836136	0.669937788	3.53829464	3.922528874	294.5542907	291.2575421	287.5250686
5400	0.479549616	0.560759076	0.67013252	3.53375229	3.904093233	294.5395183	291.2508199	287.5198236
5700	0.479316897	0.560681004	0.670324992	3.529021267	3.8804288	294.5245684	291.2440303	287.5146681
6000	0.479084179	0.560602932	0.670517464	3.524291492	3.856750534	294.5096185	291.2372407	287.5095127
6300	0.478984701	0.560522278	0.67069575	3.519414961	3.841381723	294.49916	291.2302623	287.5052893
6600	0.478900029	0.560441336	0.670872459	3.514523314	3.826927802	294.4892006	291.2232629	287.5011694
6900	0.478815356	0.560360395	0.671049169	3.509633	3.812464167	294.4792412	291.2162635	287.4970495
7200	0.479447637	0.560296005	0.671210308	3.510586548	3.844451652	294.4889278	291.2113646	287.4929263
7500	0.480159579	0.560233454	0.671369717	3.51218895	3.88158439	294.5007972	291.2066992	287.4888027
7800	0.480871521	0.560170902	0.671529127	3.513790948	3.91869968	294.5126666	291.2020337	287.4846791
8100	0.481071355	0.560122269	0.671670435	3.517073752	3.959475124	294.5110486	291.1989509	287.47953
8400	0.481214288	0.560075182	0.671809732	3.52054289	4.000616663	294.507932	291.1960439	287.4742668
8700	0.481357222	0.560028095	0.671949028	3.524011557	4.041714355	294.5048153	291.1931368	287.4690037
9000	0.481592478	0.559992434	0.672068476	3.528505945	4.091337833	294.5088886	291.1912386	287.461969
9300	0.481837993	0.559958044	0.672185717	3.533113979	4.141828721	294.5137608	291.1894524	287.4547374
9600	0.482083508	0.559923653	0.672302959	3.537721643	4.192232685	294.518633	291.1876662	287.4475057
9900	0.481154817	0.559876885	0.672419161	3.534885527	4.120678352	294.4960393	291.1835576	287.4407057
10200	0.480095658	0.559828742	0.672535248	3.531222954	4.03548714	294.4703939	291.1791908	287.4339536
10500	0.479036498	0.559780598	0.672651335	3.527561019	3.950199857	294.4447484	291.1748241	287.4272015
10800	0.479467572	0.559741804	0.672768809	3.527594046	3.905162483	294.4569633	291.1710023	287.4226591
11100	0.480064227	0.559704048	0.672886437	3.528037469	3.864556401	294.4733848	291.1672411	287.4183623
11400	0.480660882	0.559666292	0.673004066	3.528480769	3.823901066	294.4898064	291.16348	287.4140655
11700	0.481348128	0.559650978	0.673113683	3.53372708	3.801753908	294.4989036	291.1620718	287.4122519
12000	0.482045439	0.559638158	0.67322241	3.539506785	3.781645174	294.507187	291.1609251	287.4107141
12300	0.48274275	0.559625337	0.673331137	3.545286196	3.761514281	294.5154704	291.1597784	287.4091763
12600	0.482561067	0.559615787	0.673441799	3.547143951	3.796438926	294.5036464	291.1587615	287.4083031
12900	0.482281718	0.5596066	0.673552676	3.548565921	3.837469523	294.4895882	291.1577591	287.4075038
13200	0.482002368	0.559597413	0.673663553	3.549987825	3.878486768	294.4755301	291.1567566	287.4067045
13500	0.481172349	0.559574215	0.673762278	3.54404672	3.935851474	294.4558252	291.1533951	287.4044517
13800	0.480281144	0.55954946	0.673859653	3.537288496	3.994957506	294.4354929	291.1497716	287.4020374
14100	0.47938994	0.559524705	0.673957028	3.530531312	4.053983669	294.4151605	291.146148	287.3996231
14400	0.479276729	0.559494402	0.674039606	3.524305876	4.078093947	294.4103293	291.1413074	287.3951682
14700	0.479249963	0.559463482	0.674120541	3.518140669	4.098308307	294.4072204	291.1363317	287.3904867
15000	0.479223197	0.559432562	0.674201475	3.511976736	4.118500292	294.4041116	291.1313559	287.3858051
15300	0.479234283	0.559401047	0.674274994	3.508026134	4.088565597	294.3949179	291.1260534	287.3805303
15600	0.479249575	0.559369466	0.674347689	3.504322119	4.053055427	294.3850482	291.1207145	287.3751896
15900	0.479264868	0.559337885	0.674420383	3.500618883	4.017537667	294.3751784	291.1153757	287.3698489
16200	0.479272481	0.559306742	0.674497648	3.498107063	3.942546511	294.3679255	291.1100225	287.3663185
16500	0.47927924	0.559275648	0.674575421	3.495728018	3.863034712	294.3609633	291.1046677	287.3629892
16800	0.479286	0.559244554	0.674653193	3.493349439	3.783380622	294.3540011	291.0993129	287.3596599
17100	0.479352915	0.559218159	0.674742255	3.491794679	3.722739923	294.3504669	291.0945552	287.3594497
17400	0.479426514	0.559192286	0.674832572	3.490331642	3.664099107	294.3473136	291.0898639	287.3595859
17700	0.479500112	0.559166412	0.674922888	3.488868835	3.605330489	294.3441603	291.0851726	287.3597222
18000	0.480159221	0.559161863	0.675023005	3.492275184	3.584597757	294.3598113	291.0832372	287.362566
18300	0.480883385	0.559159682	0.675124211	3.496222256	3.568071937	294.3775516	291.081608	287.3657107
18600	0.48160755	0.559157502	0.675225417	3.500169033	3.551517581	294.395292	291.0799788	287.3688554
18900	0.481513678	0.559166704	0.675338554	3.50144976	3.490820143	294.3894065	291.0796922	287.3750167
19200	0.481328913	0.559177171	0.675453016	3.502434272	3.425052476	294.380896	291.0795548	287.3815131
19500	0.481144148	0.559187637	0.675567479	3.503418776	3.359108825	294.3723854	291.0794174	287.3880095
19800	0.481070482	0.559205866	0.675697069	3.500967279	3.293940863	294.3711523	291.0799712	287.3980623
20100	0.481009159	0.559224957	0.675828339	3.498133929	3.228670422	294.3707277	291.0806018	287.4085102
20400	0.480947837	0.559244049	0.67595961	3.495300501	3.163190062	294.3703031	291.0812324	287.4189582
20700	0.481395708	0.559283512	0.676114146	3.493763236	3.064322674	294.3832599	291.0842116	287.4345299
21000	0.481900157	0.559325239	0.676271267	3.492369769	2.961290165	294.3977035	291.0874517	287.450671
21300	0.482404606	0.559366966	0.676428388	3.490976068	2.85776473	294.4121471	291.0906918	287.466812
21600	0.482760916	0.559433534	0.676630144	3.488641386	2.611722935	294.4203301	291.0969401	287.492297
21900	0.483100768	0.559502863	0.676836859	3.486201349	2.347701761	294.4278175	291.1035227	287.5188203
22200	0.483440619	0.559572192	0.677043575	3.483760453	2.081391796	294.4353049	291.1101052	287.5453436
22500	0.483138201	0.559653982	0.677294545	3.473085438	1.980134392	294.4258204	291.1180554	287.5808834
22800	0.48276442	0.559737156	0.677550432	3.461491423	1.896802072	294.4144502	291.1261575	287.6174251
23100	0.48239064	0.559820331	0.67780632	3.449893038	1.812886634	294.40308	291.1342595	287.6539668
23400	0.482393097	0.559922137	0.678111933	3.433108945	1.608204214	294.4059839	291.144548	287.700567
23700	0.482437358	0.560026014	0.678423072	3.415740904	1.388128011	294.4104739	291.1550793	287.7482848
24000	0.482481619	0.56012989	0.67873421	3.398364417	1.16593511	294.4149639	291.1656106	287.7960027
24300	0.482293081	0.560257287	0.679131702	3.374210403	0.768480854	294.4108216	291.179125	287.8605169
24600	0.482078677	0.560387298	0.679538788	3.349288781	0.34570233	294.4057202	291.1929708	287.9268973
24900	0.481864272	0.560517309	0.679945874	3.3243513	-0.083371076	294.4006188	291.2068166	287.9932778
25200	0.481197648	0.560664945	0.680394386	3.289864806	0.036695406	294.3877355	291.2229781	288.0670756
25500	0.480480777	0.56081454	0.6808475	3.254292998	0.219067623	294.3739876	291.2393969	288.1416977
25800	0.479763907	0.560964134	0.681300615	3.218694579	0.402393003	294.3602397	291.2558157	288.2163197
26100	0.480418684	0.561153635	0.681757125	3.186640737	0.432633526	294.3826736	291.2779179	288.2910035
26400	0.481225866	0.56134757	0.682214013	3.154950675	0.445868282	294.4091277	291.3006516	288.3656943
26700	0.482033049	0.561541504	0.682670901	3.123227257	0.459168207	294.4355819	291.3233853	288.440385
27000	0.482237975	0.561763582	0.683107552	3.092934489	0.595925931	294.4368329	291.3498641	288.508914
27300	0.482375984	0.561988787	0.683541954	3.062766746	0.746692883	294.4352836	291.376759	288.5767584
27600	0.482513993	0.562213992	0.683976357	3.032561137	0.897771074	294.4337343	291.4036539	288.6446029
27900	0.482516738	0.56245227	0.684403649	3.001600571	0.79759681	294.4347241	291.43241	288.7100109
28200	0.482504453	0.562692001	0.684830152	2.970518572	0.668759761	294.4359959	291.4613729	288.7751483
28500	0.482492168	0.562931732	0.685256655	2.939394614	0.539157633	294.4372678	291.4903359	288.8402856
28800	0.483003893	0.563191078	0.685695236	2.911907206	0.449280768	294.4558535	291.5218747	288.9069816
29100	0.483573841	0.563452602	0.68613516	2.884787789	0.363356297	294.4763629	291.5536996	288.9738507
29400	0.484143789	0.563714127	0.686575084	2.857627705	0.276896795	294.4968723	291.5855246	289.0407199
29700	0.484327551	0.563992413	0.687041789	2.830052261	0.129810652	294.5048165	291.6194665	289.1121236
30000	0.484468404	0.564272562	0.68751147	2.802390867	-0.025081571	294.5113646	291.6536435	289.1840312
30300	0.484609257	0.564552711	0.687981152	2.774684964	-0.181134303	294.5179127	291.6878206	289.2559388
30600	0.484527983	0.564842886	0.688471755	2.743184929	-0.402190358	294.5214956	291.7231024	289.3311286
30900	0.484422027	0.565134175	0.688964683	2.711216026	-0.631959212	294.5247491	291.758507	289.4066831
31200	0.484316072	0.565425465	0.689457611	2.679194475	-0.863371396	294.5280025	291.7939115	289.4822376
31500	0.484918475	0.565740179	0.689958231	2.650174719	-0.873293222	294.5552653	291.8321525	289.5584819
31800	0.485599585	0.566057496	0.690459705	2.621442358	-0.858420839	294.5851959	291.8707087	289.6348029
32100	0.486280694	0.566374812	0.690961179	2.592658046	-0.843460306	294.6151264	291.9092648	289.711124
32400	0.486841289	0.566721567	0.691508646	2.565120598	-1.105900512	294.638053	291.9515412	289.7957587
32700	0.487388494	0.567071592	0.692061223	2.537672352	-1.402106091	294.6602013	291.994231	289.8813171
33000	0.487935698	0.567421617	0.692613801	2.510168831	-1.701403967	294.6823496	292.0369209	289.9668755
33300	0.488285014	0.567800151	0.693239504	2.478360742	-2.11008722	294.7006061	292.0831632	290.0645368
33600	0.488612343	0.568181854	0.693873333	2.446010917	-2.53539608	294.7184301	292.1298002	290.1635428
33900	0.488939671	0.568563556	0.694507161	2.413590749	-2.965610868	294.7362541	292.1764373	290.2625489
34200	0.489463105	0.568975108	0.69512718	2.38018829	-2.63862762	294.7649127	292.2267321	290.3573549
34500	0.490008329	0.569389977	0.695745664	2.346605798	-2.22673588	294.7947752	292.2774333	290.4516943
34800	0.490553553	0.569804846	0.696364148	2.312944162	-1.814343538	294.8246377	292.3281346	290.5460338
35100	0.490864373	0.57024159	0.696989041	2.277947594	-1.973742279	294.8459764	292.3813392	290.6405559
35400	0.491149149	0.570680765	0.697614646	2.24272489	-2.198458627	294.866368	292.4348221	290.7350984
35700	0.491433925	0.571119939	0.698240251	2.207415194	-2.425021996	294.8867596	292.4883049	290.8296409
36000	0.491651141	0.571568415	0.698827529	2.171915946	-2.317216605	294.9063552	292.542511	290.9149907
36300	0.491860851	0.572017924	0.699410548	2.136316753	-2.171959963	294.9258623	292.5967974	290.999319
36600	0.49207056	0.572467433	0.699993568	2.100628933	-2.026507195	294.9453694	292.6510839	291.0836473
36900	0.492140394	0.572903554	0.700439118	2.069209238	-1.414734096	294.960138	292.7029842	291.1417938
37200	0.492194685	0.573338188	0.700869393	2.038199524	-0.755764653	294.9743801	292.7546193	291.1970312
37500	0.492248977	0.573772821	0.701299668	2.007116477	-0.101642627	294.9886222	292.8062545	291.2522686
37800	0.492296864	0.574179911	0.701660151	1.982960137	-0.194192007	295.0048439	292.8535473	291.2951918
38100	0.492344039	0.574583942	0.70201288	1.959529878	-0.369827362	295.0212855	292.9003576	291.3367468
38400	0.492391214	0.574987972	0.702365609	1.936049055	-0.545903473	295.0377271	292.9471679	291.3783018
38700	0.49241449	0.575358091	0.702658559	1.91916782	-0.498087823	295.0530996	292.9888956	291.40907
39000	0.49243511	0.575724442	0.702944867	1.902993371	-0.425494738	295.0683532	293.0300586	291.4386398
39300	0.492455731	0.576090792	0.703231174	1.886787775	-0.353034678	295.0836069	293.0712216	291.4682095
39600	0.492582679	0.576425748	0.703485813	1.876428769	-0.390439189	295.102028	293.1077604	291.4934255
39900	0.492721442	0.576757215	0.703736933	1.866705142	-0.440100937	295.120801	293.1437854	291.5181578
40200	0.492860205	0.577088681	0.703988052	1.856964521	-0.489823942	295.1395741	293.1798103	291.5428901
40500	0.493049594	0.577392281	0.704191183	1.852433773	-0.228145247	295.1591737	293.2118749	291.5606999
40800	0.49324461	0.577692783	0.704388982	1.848476343	0.06731902	295.1788653	293.2434995	291.5777405
41100	0.493439625	0.577993286	0.704586781	1.844511972	0.361921852	295.1985568	293.275124	291.5947811
41400	0.49364171	0.578272876	0.704800913	1.843104218	-0.099306977	295.2184786	293.3038227	291.6159114
41700	0.493844582	0.578550142	0.70501686	1.841978414	-0.647775088	295.2384259	293.3321962	291.6374961
42000	0.494047454	0.578827408	0.705232808	1.840849933	-1.199727797	295.2583733	293.3605698	291.6590808
42300	0.494213236	0.579097498	0.70552836	1.836988463	-1.5563163	295.276862	293.3879737	291.6969303
42600	0.494374897	0.579366791	0.705832757	1.83281779	-1.89374768	295.2951886	293.4152699	291.7365871
42900	0.494536558	0.579636083	0.706137154	1.828641115	-2.234087423	295.3135153	293.4425661	291.7762438
43200	0.494628766	0.579910313	0.706500661	1.818124337	-2.253091193	295.3288427	293.4706096	291.828594
43500	0.494713257	0.580185091	0.706870735	1.806889678	-2.236085499	295.3438368	293.4987361	291.8823545
43800	0.494797748	0.580459869	0.707240809	1.795640503	-2.218945349	295.3588309	293.5268626	291.936115
44100	0.494984366	0.580753761	0.707692809	1.777736093	-2.725491824	295.3776532	293.5576607	292.0048696
44400	0.495182331	0.581049777	0.708153911	1.759068589	-3.296124017	295.3969009	293.5887557	292.0752902
44700	0.495380297	0.581345793	0.708615014	1.740375283	-3.872955885	295.4161485	293.6198506	292.1457108
45000	0.495758477	0.581663606	0.709021998	1.72122668	-3.285659808	295.4417287	293.6540403	292.2062544
45300	0.49615668	0.58198384	0.709422969	1.70200101	-2.571247381	295.4680125	293.6885738	292.2657004
45600	0.496554883	0.582304075	0.70982394	1.682745811	-1.859582394	295.4942963	293.7231073	292.3251465
45900	0.496866968	0.582635811	0.710189259	1.665043892	-1.946532308	295.5148499	293.7592498	292.378931
46200	0.497169484	0.582968824	0.710550616	1.647489298	-2.122775895	295.5347667	293.795571	292.4320865
46500	0.497472	0.583301837	0.710911974	1.629906216	-2.2997843	295.5546835	293.8318923	292.485242
46800	0.49779733	0.583631953	0.711190481	1.616546789	-2.037943872	295.5759396	293.8677783	292.5232113
47100	0.498125194	0.583961748	0.711459783	1.603638411	-1.728332822	295.5973445	293.903616	292.5594932
47400	0.498453058	0.584291542	0.711729084	1.590708995	-1.41981366	295.6187495	293.9394536	292.5957751
47700	0.498720077	0.584608008	0.711956195	1.581949926	-1.49170802	295.6370782	293.9733265	292.6258378
48000	0.498980336	0.584922992	0.712178617	1.573643024	-1.606037583	295.6550651	294.006981	292.6552095
48300	0.499240594	0.585237977	0.71240104	1.565322973	-1.720613216	295.673052	294.0406356	292.6845812
48600	0.49946763	0.585537288	0.71261245	1.558886523	-1.709076805	295.6897575	294.0719595	292.7138191
48900	0.499690974	0.585834857	0.712822638	1.552651316	-1.683464885	295.7063207	294.1030245	292.7430421
49200	0.499914318	0.586132426	0.713032825	1.546406794	-1.657802416	295.7228839	294.1340895	292.772265
49500	0.500175542	0.586415738	0.713213733	1.542069749	-1.6812483	295.7413142	294.1630266	292.7973942
49800	0.500440976	0.586697465	0.713391388	1.537939524	-1.710160279	295.7599519	294.1917272	292.8220686
50100	0.50070641	0.586979192	0.713569043	1.533803309	-1.739079077	295.7785896	294.2204279	292.8467429
50400	0.500896959	0.58723362	0.713599947	1.535254939	-0.937048415	295.7932653	294.2452751	292.8464855
50700	0.501079189	0.587485015	0.713614545	1.537329034	-0.05282572	295.8075008	294.2696942	292.8434578
51000	0.501261418	0.587736411	0.713629144	1.539404421	0.820727329	295.8217363	294.2941133	292.8404301
51300	0.501455843	0.587943088	0.713486368	1.551652565	1.292338717	295.836751	294.3122201	292.8109246
51600	0.501651623	0.588144797	0.713326106	1.565039623	1.715637696	295.8518524	294.3296254	292.7784771
51900	0.501847403	0.588346506	0.713165844	1.578435825	2.13440584	295.8669538	294.3470308	292.7460297
52200	0.502038167	0.588499713	0.71296359	1.600276099	1.981065563	295.8812271	294.3575823	292.7073754
52500	0.502228374	0.58864753	0.712756669	1.623062544	1.76478126	295.8954085	294.3673723	292.6680315
52800	0.502418582	0.588795348	0.712549749	1.645857936	1.5488619	295.9095899	294.3771623	292.6286875
53100	0.502549553	0.588902829	0.712354873	1.671102395	1.470729233	295.9203758	294.3813141	292.5941783
53400	0.502673942	0.589005829	0.712161334	1.696621803	1.407944977	295.9307845	294.3848396	292.5602062
53700	0.502798331	0.589108828	0.711967795	1.722144766	1.345225019	295.9411931	294.388365	292.5262342
54000	0.502905065	0.589188511	0.711838279	1.744540716	0.793356894	295.9505543	294.3886612	292.5067406
54300	0.503009836	0.589265603	0.711715877	1.76658884	0.183734593	295.9597991	294.3885986	292.4888558
54600	0.503114608	0.589342695	0.711593475	1.788636794	-0.429466427	295.9690439	294.3885359	292.470971
54900	0.503244398	0.589408507	0.711463204	1.807588765	-0.081822705	295.9793716	294.3870468	292.4538411
55200	0.503376969	0.589473066	0.711332059	1.826195455	0.370568076	295.9898197	294.3853992	292.436795
55500	0.503509539	0.589537625	0.711200915	1.844800784	0.82060923	296.0002679	294.3837516	292.419749
55800	0.503271793	0.589573807	0.710944366	1.861732121	1.609648855	295.9926033	294.3783763	292.3816169
56100	0.502992902	0.589606837	0.710673883	1.878473611	2.425143399	295.9829263	294.3725868	292.341142
56400	0.50271401	0.589639867	0.7104034	1.895210961	3.228685061	295.9732492	294.3667974	292.300667
56700	0.502792125	0.589639074	0.710022807	1.919980495	3.76336329	295.9837589	294.3563555	292.2397735
57000	0.502909908	0.589634523	0.709629979	1.945631409	4.262755972	295.9965115	294.3453968	292.1766112
57300	0.503027691	0.589629971	0.709237151	1.971270391	4.755682563	296.0092641	294.334438	292.113449
57600	0.503083393	0.589588072	0.70878264	2.005222973	4.883965252	296.0134162	294.3184876	292.0395863
57900	0.503132196	0.589542023	0.708321275	2.040076825	4.971207648	296.0166127	294.3019826	291.9645347
58200	0.503181	0.589495974	0.70785991	2.074906261	5.057482176	296.0198092	294.2854776	291.8894831
58500	0.503131181	0.589410114	0.707375369	2.113166359	5.081916337	296.0176905	294.2636336	291.810826
58800	0.503070404	0.58931983	0.706888252	2.151774034	5.099273551	296.0149811	294.2411963	291.7317684
59100	0.503009626	0.589229546	0.706401136	2.190344762	5.116351879	296.0122718	294.2187591	291.6527108
59400	0.502907209	0.589101163	0.705879597	2.230122991	5.318765901	296.0067651	294.1912765	291.5691447
59700	0.502800164	0.588968547	0.705354234	2.269992007	5.539286664	296.0009476	294.1632333	291.4850776
60000	0.50269312	0.588835931	0.704828871	2.309812983	5.757172523	295.9951301	294.1351901	291.4010105
60300	0.502583199	0.588671308	0.704301895	2.34974922	5.649134556	295.9880152	294.102944	291.3177562
60600	0.502472959	0.588503128	0.70377474	2.389647469	5.5056741	295.9807563	294.0702308	291.2345921
60900	0.50236272	0.588334948	0.703247585	2.42948916	5.362877061	295.9734973	294.0375176	291.151428
61200	0.502294711	0.588144515	0.702729482	2.468923682	5.388481634	295.9675554	294.0020172	291.0708493
61500	0.502231395	0.587951608	0.702212384	2.508257956	5.432379755	295.9617599	293.9662071	290.9905579
61800	0.502168079	0.587758702	0.701695287	2.547530686	5.475880822	295.9559644	293.930397	290.9102666
62100	0.501759909	0.587542218	0.701196548	2.581640796	5.408139207	295.9334378	293.8916566	290.8341632
62400	0.501313423	0.587323115	0.700699849	2.615125794	5.328334721	295.9090522	293.8525905	290.7585251
62700	0.500866937	0.587104012	0.70020315	2.648552635	5.248817772	295.8846667	293.8135245	290.682887
63000	0.500707834	0.586874321	0.699735972	2.679809096	5.154095414	295.8757516	293.7732852	290.6132564
63300	0.500580664	0.586643452	0.699272074	2.710774532	5.057900341	295.8685555	293.7329156	290.5442932
63600	0.500453493	0.586412584	0.698808177	2.74168373	4.961951951	295.8613595	293.6925459	290.47533
63900	0.50025961	0.586179838	0.698383674	2.769703055	5.021042123	295.846187	293.6523679	290.4141704
64200	0.500058315	0.585946884	0.69796355	2.797356645	5.097154378	295.8301283	293.6122113	290.3538777
64500	0.499857019	0.585713929	0.697543425	2.824959627	5.173067311	295.8140696	293.5720546	290.2935851
64800	0.499405527	0.58547618	0.697153316	2.846000765	5.170972194	295.7870257	293.5316923	290.2391406
65100	0.498926234	0.585237899	0.696766542	2.866279212	5.160231904	295.7587613	293.491307	290.1853459
65400	0.498446942	0.584999617	0.696379768	2.886519037	5.14950236	295.7304968	293.4509218	290.1315513
65700	0.498040315	0.584758442	0.696003778	2.902803429	5.203944984	295.7076306	293.4105947	290.0790522
66000	0.497641763	0.584516944	0.695628985	2.918621098	5.265304582	295.6853642	293.370274	290.026697
66300	0.49724321	0.584275447	0.695254193	2.934407619	5.326323417	295.6630978	293.3299533	289.9743419
66600	0.497247895	0.584043352	0.694874975	2.953092202	5.342912486	295.6577045	293.2914383	289.9214713
66900	0.497297385	0.583812301	0.694495265	2.972067768	5.354489037	295.654186	293.253124	289.8685434
67200	0.497346874	0.58358125	0.694115555	2.991008673	5.365963797	295.6506675	293.2148097	289.8156155
67500	0.497519289	0.583366092	0.693734688	3.014497228	5.381920913	295.6499631	293.1792924	289.762145
67800	0.497705362	0.5831527	0.693353692	3.038456007	5.398262285	295.6495715	293.144086	289.7086143
68100	0.497891435	0.582939308	0.692972696	3.062375641	5.414477335	295.6491799	293.1088795	289.6550835
68400	0.497538895	0.582726231	0.692606626	3.082587522	5.304581213	295.6250622	293.0742328	289.6041231
68700	0.497126508	0.58251319	0.692242214	3.102359033	5.180864397	295.5983082	293.0396484	289.5534482
69000	0.496714122	0.582300149	0.691877802	3.122098134	5.057341199	295.5715543	293.0050639	289.5027734
69300	0.496150992	0.582077586	0.691525759	3.135900672	5.100238116	295.5429182	292.9695158	289.4540853
69600	0.495571114	0.581853965	0.691175091	3.149023185	5.161360022	295.514073	292.9338606	289.4056179
69900	0.494991235	0.581630344	0.690824422	3.16212213	5.222214241	295.4852278	292.8982055	289.3571505
70200	0.494923709	0.581410508	0.690490833	3.176319228	5.304116393	295.4769569	292.8633808	289.3114751
70500	0.49491311	0.581191092	0.690159141	3.190616313	5.38813892	295.4709721	292.8286484	289.2661098
70800	0.494902512	0.580971677	0.68982745	3.204888693	5.471914457	295.4649872	292.793916	289.2207446
71100	0.494788907	0.58075974	0.689510212	3.219691234	5.489312328	295.4498065	292.760666	289.1775049
71400	0.494663858	0.580548634	0.68919458	3.23453116	5.499302149	295.4336041	292.7275807	289.1345014
71700	0.494538808	0.580337528	0.688878948	3.249346843	5.509241606	295.4174017	292.6944954	289.0914978
72000	0.494074195	0.580121203	0.688544292	3.261113014	5.761741931	295.3895982	292.6611003	289.0434401
72300	0.493571852	0.579904298	0.688207522	3.2725231	6.03850971	295.3605057	292.6276707	288.9948209
72600	0.493069509	0.579687393	0.687870752	3.283913467	6.312449245	295.3314131	292.5942411	288.9462016
72900	0.492976214	0.579467574	0.687503662	3.298206522	6.371263053	295.3200888	292.5607294	288.8912192
73200	0.492928369	0.579247431	0.687133202	3.312800075	6.40596071	295.3107388	292.5272085	288.8355298
73500	0.492880524	0.579027288	0.686762743	3.327369177	6.440251915	295.3013888	292.4936877	288.7798404
73800	0.493011964	0.578809869	0.686377406	3.347754003	6.459340514	295.2960593	292.4609028	288.7203002
74100	0.493163325	0.578592753	0.685990416	3.368755265	6.476531626	295.2911765	292.4281996	288.6603321
74400	0.493314686	0.578375637	0.685603427	3.389723632	6.49347732	295.2862937	292.3954965	288.600364
74700	0.493011326	0.578151425	0.685218599	3.41038577	6.602842267	295.2656511	292.3621091	288.5400853
75000	0.492657442	0.577926423	0.684834012	3.430984253	6.721717061	295.2432574	292.3286457	288.4797722
75300	0.492303558	0.577701422	0.684449424	3.45154943	6.839777185	295.2208637	292.2951824	288.419459
75600	0.491829766	0.577463659	0.684070792	3.469496725	6.870180775	295.1981022	292.2601402	288.3596264
75900	0.491342651	0.577224477	0.683692823	3.487125839	6.890690413	295.1752997	292.2249227	288.2998473
76200	0.490855537	0.576985296	0.683314853	3.504724068	6.910985186	295.1524973	292.1897052	288.2400681
76500	0.49085743	0.576745802	0.682951643	3.524670519	6.835662726	295.1463089	292.1546047	288.1818323
76800	0.490913658	0.576506273	0.682590074	3.544846744	6.74999303	295.1419665	292.1195172	288.123768
77100	0.490969886	0.576266745	0.682228505	3.564988204	6.664600986	295.1376242	292.0844297	288.0657037
77400	0.490982206	0.576032763	0.681884846	3.586462242	6.553239096	295.1272617	292.0503754	288.0113125
77700	0.490989647	0.575799397	0.681543176	3.608052526	6.439194058	295.1162304	292.0164359	287.9573295
78000	0.490997089	0.575566032	0.681201507	3.629607079	6.325379924	295.1051991	291.9824964	287.9033464
78300	0.490663844	0.575331028	0.680872814	3.647698544	6.352407414	295.0834971	291.9485873	287.8515777
78600	0.490292746	0.575095842	0.680545562	3.665378829	6.394818716	295.0606094	291.9146814	287.800055
78900	0.489921647	0.574860656	0.68021831	3.683029034	6.436965652	295.0377217	291.8807756	287.7485323
79200	0.48948736	0.574620371	0.67990123	3.697068561	6.412199672	295.0154495	291.8463687	287.6985516
79500	0.489046053	0.574379518	0.67958528	3.710685305	6.380083296	294.9932456	291.8119061	287.6487422
79800	0.488604745	0.574138666	0.679269331	3.724277381	6.348038727	294.9710417	291.7774435	287.5989329
80100	0.488204741	0.573893952	0.678961117	3.735989697	6.493232403	294.94976	291.7426511	287.5499759
80400	0.487809326	0.57364881	0.678653763	3.747473911	6.657184709	294.9285808	291.7078221	287.5011136
80700	0.487413912	0.573403667	0.678346409	3.758936285	6.820157958	294.9074017	291.6729931	287.4522513
81000	0.48707621	0.573156091	0.67803586	3.770189446	6.919549282	294.8870734	291.6380853	287.4018972
81300	0.486744921	0.572908245	0.677724956	3.781400189	7.011243059	294.8668396	291.6031687	287.3513773
81600	0.486413632	0.572660398	0.677414052	3.792589345	7.102207659	294.8466058	291.5682521	287.3008574
81900	0.48612038	0.572409597	0.6770937	3.804774104	7.17581727	294.8268841	291.5332439	287.2468233
