temps (s)	HR_4	HR_8	HR_12	FLX_8	FLX_16	T_4	T_8	T_12
0	0.48	0.56	0.66	3.424135748	4.69297937	294.84	291.28	287.76
300	0.480217528	0.56027713	0.661586837	3.426551568	4.667963412	294.7986344	291.2808669	287.7059439
600	0.480435056	0.56055426	0.663173675	3.428967524	4.642951163	294.7572689	291.2817338	287.6518877
900	0.480652584	0.560831389	0.664760512	3.431383618	4.617942622	294.7159033	291.2826006	287.5978316
1200	0.480705466	0.560872322	0.665181487	3.434505238	4.624828636	294.7048151	291.2751957	287.5685082
1500	0.480758348	0.560913255	0.665602462	3.437626691	4.631713232	294.6937269	291.2677908	287.5391848
1800	0.480811229	0.560954188	0.666023437	3.440747979	4.638596412	294.6826387	291.2603859	287.5098615
2100	0.480816914	0.560958233	0.666285219	3.444330186	4.586926178	294.6652285	291.2497701	287.4863258
2400	0.480822598	0.560962279	0.666547001	3.447912082	4.535257176	294.6478183	291.2391544	287.4627901
2700	0.480828282	0.560966325	0.666808783	3.45149367	4.483589405	294.6304081	291.2285386	287.4392544
3000	0.480811144	0.560953593	0.667025492	3.453280332	4.4248732	294.6097153	291.2158297	287.4204503
3300	0.480794005	0.560940862	0.667242202	3.455066793	4.36615205	294.5890225	291.2031208	287.4016463
3600	0.480776866	0.560928131	0.667458912	3.456853053	4.307425953	294.5683297	291.1904118	287.3828423
3900	0.480754437	0.560905855	0.66765521	3.456812387	4.303058405	294.5506144	291.1765628	287.3674013
4200	0.480732009	0.56088358	0.667851508	3.456771703	4.298690878	294.532899	291.1627138	287.3519604
4500	0.48070958	0.560861305	0.668047807	3.456731002	4.294323373	294.5151837	291.1488648	287.3365195
4800	0.480694739	0.560832978	0.668228541	3.455422393	4.277090421	294.4981785	291.1345948	287.3233547
5100	0.480679897	0.560804651	0.668409276	3.454113913	4.259857162	294.4811733	291.1203247	287.3101898
5400	0.480665056	0.560776323	0.66859001	3.452805564	4.242623597	294.4641681	291.1060546	287.297025
5700	0.480662268	0.560744973	0.668761123	3.450982057	4.181461173	294.4525783	291.0920026	287.2866207
6000	0.480659481	0.560713622	0.668932237	3.449158739	4.12028855	294.4409884	291.0779505	287.2762163
6300	0.480656693	0.560682271	0.66910335	3.44733561	4.059105731	294.4293986	291.0638985	287.265812
6600	0.480650938	0.560650249	0.669264764	3.445487635	4.076419972	294.4179252	291.0506156	287.257191
6900	0.480645183	0.560618226	0.669426179	3.443639842	4.093734276	294.4064518	291.0373327	287.2485699
7200	0.480639427	0.560586203	0.669587594	3.441792232	4.111048644	294.3949783	291.0240498	287.2399489
7500	0.480625929	0.56055407	0.669735898	3.439571045	4.144208693	294.3818428	291.0114919	287.2313161
7800	0.48061243	0.560521937	0.669884202	3.43735007	4.177365405	294.3687072	290.998934	287.2226832
8100	0.480598932	0.560489803	0.670032506	3.435129309	4.21051878	294.3555716	290.9863761	287.2140504
8400	0.480576513	0.560457074	0.670164599	3.432538958	4.258510962	294.3400163	290.9742206	287.2038487
8700	0.480554094	0.560424344	0.670296692	3.429948853	4.306493284	294.324461	290.9620651	287.1936469
9000	0.480531675	0.560391615	0.670428785	3.427358992	4.354465746	294.3089057	290.9499097	287.1834452
9300	0.480527183	0.560358386	0.670545588	3.425362625	4.367285357	294.2995179	290.9379835	287.171554
9600	0.480522691	0.560325156	0.670662391	3.42336644	4.38010284	294.2901301	290.9260573	287.1596628
9900	0.480518198	0.560291927	0.670779194	3.421370436	4.392918197	294.2807423	290.9141312	287.1477717
10200	0.480537366	0.560260218	0.670892486	3.421403921	4.277895926	294.2797169	290.9029607	287.1375605
10500	0.480556534	0.560228509	0.671005778	3.421437388	4.162847169	294.2786916	290.8917903	287.1273494
10800	0.480575701	0.5601968	0.67111907	3.421470837	4.047771925	294.2776662	290.8806199	287.1171382
11100	0.480576746	0.560167708	0.671234476	3.422365417	4.017992933	294.2709445	290.8705129	287.1100406
11400	0.480577791	0.560138616	0.671349882	3.423259908	3.988209368	294.2642228	290.8604059	287.1029429
11700	0.480578835	0.560109524	0.671465289	3.424154311	3.958421232	294.257501	290.8502989	287.0958452
12000	0.480585457	0.560083373	0.67158159	3.424555478	3.947143978	294.2537813	290.8412004	287.0911745
12300	0.480592078	0.560057222	0.671697892	3.424956604	3.935865534	294.2500615	290.8321019	287.0865038
12600	0.480598699	0.56003107	0.671814193	3.425357689	3.924585902	294.2463418	290.8230034	287.0818331
12900	0.480593897	0.560008104	0.67192426	3.425541265	3.989744897	294.241287	290.8149914	287.0770282
13200	0.480589095	0.559985137	0.672034327	3.425724821	4.054894618	294.2362322	290.8069793	287.0722233
13500	0.480584293	0.55996217	0.672144394	3.425908357	4.120035065	294.2311774	290.7989673	287.0674184
13800	0.480560786	0.559940635	0.672242839	3.425216379	4.167375833	294.2196767	290.7914082	287.0606189
14100	0.480537278	0.5599191	0.672341285	3.424524438	4.214706903	294.2081759	290.783849	287.0538194
14400	0.48051377	0.559897564	0.67243973	3.423832533	4.262028275	294.1966752	290.7762899	287.0470199
14700	0.480491187	0.559875758	0.672528088	3.422368377	4.260517044	294.1845485	290.7685608	287.038577
15000	0.480468604	0.559853952	0.672616445	3.420904308	4.259005956	294.1724218	290.7608318	287.0301342
15300	0.480446021	0.559832145	0.672704803	3.419440327	4.257495009	294.1602951	290.7531028	287.0216913
15600	0.480431176	0.559810045	0.672792581	3.417797825	4.16713222	294.1505677	290.7451483	287.0145201
15900	0.480416331	0.559787944	0.67288036	3.416155425	4.076752671	294.1408403	290.7371939	287.0073489
16200	0.480401486	0.559765844	0.672968138	3.414513126	3.986356361	294.1311128	290.7292395	287.0001777
16500	0.48039091	0.559744523	0.673060532	3.412731506	3.945641545	294.1227848	290.7213762	286.9957725
16800	0.480380335	0.559723202	0.673152927	3.410949997	3.9049195	294.1144568	290.7135129	286.9913673
17100	0.48036976	0.559701881	0.673245321	3.409168596	3.864190226	294.1061288	290.7056496	286.9869621
17400	0.480361365	0.559682646	0.673346107	3.406810455	3.785125061	294.0984068	290.6982768	286.9863602
17700	0.48035297	0.559663412	0.673446893	3.404452452	3.706033961	294.0906848	290.6909039	286.9857582
18000	0.480344575	0.559644178	0.67354768	3.402094587	3.626916925	294.0829629	290.6835311	286.9851563
18300	0.480355561	0.559628927	0.673657616	3.399324475	3.581556266	294.0813524	290.6772212	286.9883771
18600	0.480366547	0.559613677	0.673767553	3.396554504	3.536181363	294.079742	290.6709113	286.991598
18900	0.480377533	0.559598426	0.67387749	3.393784673	3.490792216	294.0781316	290.6646014	286.9948188
19200	0.480393092	0.559588936	0.673995872	3.390909841	3.443961415	294.0783885	290.6599538	287.0014929
19500	0.480408652	0.559579445	0.674114255	3.388035115	3.397114669	294.0786454	290.6553063	287.0081669
19800	0.480424211	0.559569954	0.674232637	3.385160498	3.350251977	294.0789023	290.6506588	287.014841
20100	0.48041615	0.559566128	0.674363886	3.38065315	3.240031085	294.0719282	290.6476562	287.0261833
20400	0.480408089	0.559562303	0.674495135	3.376145912	3.129748149	294.0649542	290.6446536	287.0375257
20700	0.480400028	0.559558477	0.674626385	3.371638781	3.019403171	294.0579801	290.641651	287.048868
21000	0.480408721	0.559560987	0.674783152	3.364392951	2.975749155	294.0555911	290.6404229	287.0686091
21300	0.480417415	0.559563498	0.674939918	3.357147187	2.932040156	294.0532021	290.6391949	287.0883502
21600	0.480426108	0.559566009	0.675096685	3.349901489	2.888276044	294.050813	290.6379668	287.1080913
21900	0.480475125	0.559579076	0.675289502	3.341047304	2.513946673	294.062762	290.6398569	287.1394118
22200	0.480524142	0.559592144	0.675482318	3.332192966	2.139273458	294.0747109	290.6417469	287.1707323
22500	0.48057316	0.559605211	0.675675135	3.323338476	1.764254958	294.0866599	290.643637	287.2020528
22800	0.480613243	0.559631334	0.675894713	3.3126184	1.809844856	294.0932807	290.6495419	287.2397461
23100	0.480653326	0.559657456	0.676114291	3.301897771	1.85546101	294.0999015	290.6554469	287.2774394
23400	0.480693409	0.559683578	0.67633387	3.291176591	1.901103421	294.1065223	290.6613518	287.3151326
23700	0.480709806	0.559722609	0.676590784	3.275641473	1.439241592	294.1063169	290.6711328	287.3661821
24000	0.480726203	0.559761639	0.676847697	3.260105041	0.976467348	294.1061115	290.6809139	287.4172316
24300	0.480742599	0.55980067	0.677104611	3.244567294	0.512780682	294.1059061	290.6906949	287.4682811
24600	0.48077162	0.559855659	0.677438069	3.222538747	0.150976319	294.11366	290.7052379	287.5403538
24900	0.480800641	0.559910649	0.677771528	3.20050744	-0.211661352	294.1214138	290.7197809	287.6124264
25200	0.480829662	0.559965638	0.678104986	3.178473373	-0.575132343	294.1291677	290.7343239	287.6844991
25500	0.480865834	0.560039248	0.678463761	3.151100654	-0.229700404	294.1385748	290.7545	287.7623154
25800	0.480902007	0.560112858	0.678822537	3.123723187	0.115881635	294.1479819	290.774676	287.8401318
26100	0.48093818	0.560186469	0.679181312	3.096340973	0.461613775	294.1573891	290.794852	287.9179481
26400	0.480954951	0.560276384	0.679540406	3.065086739	0.434859363	294.1593784	290.8198494	287.9934315
26700	0.480971723	0.5603663	0.6798995	3.033825797	0.408083084	294.1613678	290.8448467	288.0689149
27000	0.480988494	0.560456215	0.680258593	3.002558145	0.381284937	294.1633571	290.869844	288.1443984
27300	0.480991637	0.560557643	0.680610502	2.968907162	0.438939381	294.1613098	290.8980239	288.2153751
27600	0.480994779	0.560659072	0.680962412	2.935248038	0.496626824	294.1592626	290.9262038	288.2863518
27900	0.480997922	0.5607605	0.681314321	2.901580774	0.554347267	294.1572153	290.9543837	288.3573285
28200	0.48101402	0.560870147	0.681660877	2.867837401	0.526571881	294.1604516	290.9845891	288.4249517
28500	0.481030118	0.560979794	0.682007434	2.834085274	0.49877677	294.1636879	291.0147945	288.492575
28800	0.481046215	0.561089441	0.682353991	2.800324393	0.470961933	294.1669242	291.0449999	288.5601983
29100	0.481085599	0.561207202	0.682718044	2.767857752	0.261223203	294.1767035	291.0771397	288.6311136
29400	0.481124983	0.561324962	0.683082097	2.735382141	0.051213926	294.1864828	291.1092795	288.702029
29700	0.481164367	0.561442723	0.683446151	2.702897559	-0.159065901	294.1962622	291.1414193	288.7729443
30000	0.481222178	0.561570017	0.683831094	2.671510068	-0.382294611	294.2103705	291.1759014	288.8480036
30300	0.481279989	0.56169731	0.684216037	2.640113263	-0.605682774	294.2244789	291.2103835	288.9230629
30600	0.4813378	0.561824604	0.68460098	2.608707145	-0.829231232	294.2385873	291.2448656	288.9981222
30900	0.481387509	0.561962263	0.685005442	2.577466934	-0.896651779	294.252231	291.2819186	289.0765905
31200	0.481437218	0.562099922	0.685409905	2.546216756	-0.964143269	294.2658747	291.3189715	289.1550589
31500	0.481486928	0.562237581	0.685814368	2.514956611	-1.031705702	294.2795184	291.3560244	289.2335273
31800	0.481552615	0.562385529	0.686224967	2.483491806	-0.986457308	294.2955264	291.3955391	289.3128293
32100	0.481618302	0.562533477	0.686635567	2.452016291	-0.941172112	294.3115344	291.4350538	289.3921313
32400	0.481683989	0.562681426	0.687046166	2.420530067	-0.895850115	294.3275424	291.4745684	289.4714334
32700	0.481757822	0.562841662	0.687516081	2.387690648	-1.366139964	294.3471158	291.5170632	289.563658
33000	0.481831655	0.563001899	0.687985995	2.354839209	-1.837492784	294.3666892	291.559558	289.6558827
33300	0.481905488	0.563162136	0.68845591	2.321975751	-2.309908575	294.3862626	291.6020528	289.7481074
33600	0.481959107	0.563336364	0.688968641	2.28563398	-2.394478352	294.4000581	291.647993	289.8485766
33900	0.482012726	0.563510592	0.689481373	2.249277843	-2.479119607	294.4138536	291.6939332	289.9490459
34200	0.482066345	0.563684821	0.689994104	2.212907338	-2.563832631	294.4276491	291.7398734	290.0495151
34500	0.482139205	0.56387251	0.690509968	2.173963738	-2.406657111	294.4458256	291.7889013	290.1472181
34800	0.482212064	0.564060199	0.691025832	2.135003715	-2.249382075	294.4640022	291.8379292	290.244921
35100	0.482284923	0.564247888	0.691541696	2.096027271	-2.09200752	294.4821787	291.8869572	290.3426239
35400	0.482352447	0.56444924	0.692084617	2.056094367	-2.389878017	294.502676	291.939035	290.4450949
35700	0.482419971	0.564650591	0.692627538	2.016143579	-2.688276979	294.5231732	291.9911128	290.5475658
36000	0.482487495	0.564851942	0.693170459	1.976174905	-2.987204412	294.5436705	292.0431906	290.6500367
36300	0.482570381	0.565062811	0.693645529	1.938775237	-2.275071632	294.5654955	292.0970174	290.7312349
36600	0.482653268	0.56527368	0.694120599	1.901358243	-1.564158873	294.5873205	292.1508442	290.8124332
36900	0.482736154	0.565484549	0.694595669	1.863923924	-0.854463091	294.6091455	292.204671	290.8936314
37200	0.482818571	0.565696335	0.694970265	1.834466207	-0.67207872	294.6320828	292.2576805	290.9478214
37500	0.482900987	0.565908121	0.695344861	1.804995013	-0.489808244	294.65502	292.31069	291.0020114
37800	0.482983404	0.566119907	0.695719457	1.775510342	-0.307651643	294.6779572	292.3636995	291.0562014
38100	0.483072792	0.56632474	0.696026955	1.755546975	-0.263169104	294.700068	292.4136315	291.0945824
38400	0.483162181	0.566529574	0.696334453	1.735574956	-0.218693105	294.7221788	292.4635635	291.1329633
38700	0.48325157	0.566734407	0.696641951	1.715594283	-0.174223641	294.7442896	292.5134954	291.1713443
39000	0.483330786	0.566927955	0.696916061	1.703238295	-0.318054846	294.7645893	292.5592212	291.2019431
39300	0.483410003	0.567121502	0.697190172	1.690877355	-0.461835532	294.7848891	292.604947	291.232542
39600	0.483489219	0.56731505	0.697464282	1.678511464	-0.605566267	294.8051888	292.6506727	291.2631408
39900	0.483577167	0.56749623	0.69771292	1.671416205	-0.516890988	294.8262728	292.6920175	291.2888608
40200	0.483665116	0.567677409	0.697961558	1.664318333	-0.42822596	294.8473568	292.7333623	291.3145808
40500	0.483753064	0.567858589	0.698210196	1.657217849	-0.339571178	294.8684407	292.774707	291.3403008
40800	0.483848675	0.568027843	0.698423034	1.654374103	-0.150212704	294.8912055	292.8119632	291.359795
41100	0.483944287	0.568197098	0.698635872	1.651529367	0.039072531	294.9139703	292.8492193	291.3792892
41400	0.484039899	0.568366352	0.69884871	1.64868364	0.228284551	294.9367351	292.8864755	291.3987834
41700	0.484137881	0.568527294	0.699100494	1.647125998	-0.509108548	294.9597594	292.9207539	291.4291565
42000	0.484235863	0.568688235	0.699352278	1.645567828	-1.24744437	294.9827838	292.9550323	291.4595297
42300	0.484333845	0.568849177	0.699604063	1.64400913	-1.986725764	295.0058081	292.9893108	291.4899028
42600	0.48442639	0.569008032	0.699910424	1.639434783	-2.037772935	295.0267289	293.0224691	291.5351659
42900	0.484518936	0.569166887	0.700216785	1.634859064	-2.088870416	295.0476496	293.0556274	291.580429
43200	0.484611481	0.569325742	0.700523147	1.630281974	-2.140018207	295.0685704	293.0887857	291.6256921
43500	0.484698897	0.569489181	0.700890061	1.619436531	-2.374110407	295.0875633	293.1226794	291.6876693
43800	0.484786313	0.56965262	0.701256976	1.608587853	-2.6085648	295.1065563	293.1565731	291.7496465
44100	0.48487373	0.569816058	0.70162389	1.597735939	-2.843381397	295.1255492	293.1904668	291.8116236
44400	0.484973533	0.569989346	0.702027583	1.580751502	-2.93323496	295.1481155	293.2265056	291.8813216
44700	0.485073337	0.570162633	0.702431276	1.563761718	-3.023135257	295.1706818	293.2625443	291.9510196
45000	0.48517314	0.570335921	0.702834969	1.546766585	-3.113082592	295.193248	293.298583	292.0207175
45300	0.485276013	0.570518608	0.703190602	1.528237916	-2.579832837	295.2171923	293.3366245	292.0780013
45600	0.485378886	0.570701295	0.703546236	1.509703097	-2.046951038	295.2411366	293.374666	292.1352851
45900	0.485481759	0.570883982	0.70390187	1.491162129	-1.514437125	295.2650809	293.4127076	292.192569
46200	0.485583424	0.571072252	0.704227712	1.474179014	-1.932628211	295.287734	293.4515752	292.2437964
46500	0.485685089	0.571260521	0.704553554	1.457190132	-2.351024332	295.310387	293.4904429	292.2950238
46800	0.485786754	0.57144879	0.704879397	1.440195485	-2.769627175	295.33304	293.5293106	292.3462512
47100	0.485883348	0.571638187	0.705159038	1.426581664	-2.321458807	295.3565772	293.5677781	292.3862338
47400	0.485979941	0.571827583	0.70543868	1.412963253	-1.87357878	295.3801145	293.6062456	292.4262163
47700	0.486076535	0.572016979	0.705718322	1.39934025	-1.425987031	295.4036517	293.6447131	292.4661989
48000	0.486173971	0.572203517	0.705956541	1.389860947	-1.43488581	295.4257516	293.6817079	292.4987333
48300	0.486271406	0.572390054	0.706194759	1.380378547	-1.443785885	295.4478515	293.7187026	292.5312677
48600	0.486368842	0.572576591	0.706432978	1.370893051	-1.452687258	295.4699513	293.7556974	292.5638022
48900	0.486458228	0.572758751	0.706669416	1.363963143	-1.743457854	295.4909375	293.7908318	292.5966772
49200	0.486547614	0.572940911	0.706905854	1.357031069	-2.034297605	295.5119237	293.8259661	292.6295523
49500	0.486637	0.57312307	0.707142292	1.350096826	-2.325207609	295.5329098	293.8611005	292.6624273
49800	0.486725138	0.573299271	0.707329347	1.345796319	-1.827804319	295.5538368	293.8940526	292.6853402
50100	0.486813276	0.573475472	0.707516403	1.341494531	-1.33086613	295.5747638	293.9270047	292.708253
50400	0.486901414	0.573651672	0.707703459	1.33719146	-0.834392979	295.5956908	293.9599568	292.7311659
50700	0.48698177	0.573815243	0.707757926	1.339308074	-0.028411201	295.6146267	293.9890588	292.7254846
51000	0.487062126	0.573978814	0.707812394	1.341425186	0.775657192	295.6335627	294.0181609	292.7198034
51300	0.487142482	0.574142385	0.707866862	1.343542794	1.577812427	295.6524986	294.0472629	292.7141222
51600	0.487222274	0.574285421	0.707825761	1.354888364	1.610187582	295.6711524	294.0704432	292.6874437
51900	0.487302067	0.574428457	0.70778466	1.366236225	1.642527316	295.6898062	294.0936234	292.6607652
52200	0.48738186	0.574571492	0.707743559	1.377586376	1.674831634	295.70846	294.1168037	292.6340867
52500	0.487461783	0.574690989	0.707658992	1.396904634	1.665971923	295.7270503	294.13343	292.6003322
52800	0.487541706	0.574810485	0.707574424	1.41622576	1.65711757	295.7456407	294.1500562	292.5665778
53100	0.48762163	0.574929981	0.707489857	1.435549754	1.648268574	295.764231	294.1666825	292.5328233
53400	0.487694415	0.575028994	0.707421256	1.458077382	1.342509512	295.7805312	294.177725	292.5068335
53700	0.4877672	0.575128007	0.707352655	1.480607308	1.036626245	295.7968314	294.1887674	292.4808436
54000	0.487839985	0.57522702	0.707284055	1.503139533	0.730618772	295.8131317	294.1998099	292.4548538
54300	0.487894315	0.575311925	0.707254061	1.523265065	0.386891085	295.823465	294.2070993	292.4418269
54600	0.487948644	0.57539683	0.707224068	1.543392019	0.043103973	295.8337983	294.2143887	292.4288
54900	0.488002974	0.575481735	0.707194074	1.563520394	-0.300743763	295.8441316	294.2216782	292.4157731
55200	0.488079914	0.575557101	0.707133501	1.581326302	0.287668998	295.8604822	294.2264768	292.3981206
55500	0.488156854	0.575632466	0.707072929	1.599133096	0.875235052	295.8768328	294.2312755	292.3804681
55800	0.488233794	0.575707832	0.707012356	1.616940777	1.461954432	295.8931835	294.2360741	292.3628156
56100	0.48828631	0.575770918	0.706841167	1.637574464	2.201067902	295.9035767	294.2378305	292.3211519
56400	0.488338826	0.575834003	0.706669978	1.658208648	2.938251598	295.91397	294.2395869	292.2794883
56700	0.488391342	0.575897089	0.706498789	1.678843329	3.67350565	295.9243633	294.2413433	292.2378246
57000	0.488446595	0.575940227	0.706234877	1.705606435	4.072162103	295.9323208	294.2378835	292.1740028
57300	0.488501848	0.575983366	0.705970966	1.73236901	4.470171516	295.9402783	294.2344237	292.1101811
57600	0.488557101	0.576026505	0.705707054	1.759131053	4.867535263	295.9482358	294.2309639	292.0463593
57900	0.488603807	0.576045631	0.705391407	1.792781483	4.913507568	295.9548482	294.2212787	291.971358
58200	0.488650514	0.576064757	0.705075761	1.826429475	4.959411701	295.9614605	294.2115935	291.8963567
58500	0.48869722	0.576083883	0.704760114	1.86007503	5.005247665	295.9680728	294.2019082	291.8213554
58800	0.488740477	0.576077911	0.704408079	1.898846795	5.251399164	295.9714788	294.1857582	291.7377612
59100	0.488783734	0.57607194	0.704056043	1.937613628	5.497093731	295.9748849	294.1696081	291.6541671
59400	0.488826991	0.576065969	0.703704007	1.97637553	5.742331368	295.9782909	294.153458	291.570573
59700	0.488857152	0.576036323	0.703335017	2.017982467	5.622996925	295.978451	294.1312309	291.4850612
60000	0.488887312	0.576006677	0.702966027	2.059581963	5.503775217	295.978611	294.1090038	291.3995493
60300	0.488917473	0.575977031	0.702597036	2.101174019	5.384666245	295.978771	294.0867767	291.3140374
60600	0.488924304	0.575926593	0.702228397	2.142728092	5.423645395	295.9723105	294.0592618	291.2300323
60900	0.488931136	0.575876154	0.701859759	2.184272857	5.462579625	295.96585	294.0317468	291.1460272
61200	0.488937968	0.575825716	0.70149112	2.225808315	5.501468936	295.9593894	294.0042318	291.0620222
61500	0.488965027	0.575759329	0.701131604	2.26621351	5.441575988	295.9588554	293.9726389	290.9817244
61800	0.488992086	0.575692941	0.700772088	2.30660824	5.38172714	295.9583214	293.941046	290.9014267
62100	0.489019145	0.575626554	0.700412572	2.346992505	5.321922393	295.9577873	293.9094531	290.821129
62400	0.489044975	0.575550397	0.700068651	2.386470002	5.279558628	295.958894	293.8755504	290.7458884
62700	0.489070804	0.575474239	0.699724731	2.425936479	5.237221314	295.9600007	293.8416476	290.6706479
63000	0.489096634	0.575398082	0.69938081	2.465391936	5.194910453	295.9611074	293.8077449	290.5954074
63300	0.489110373	0.575315979	0.699057238	2.502230195	5.117656009	295.9557233	293.7725583	290.5263509
63600	0.489124112	0.575233876	0.698733665	2.539057743	5.040435813	295.9503393	293.7373718	290.4572944
63900	0.489137851	0.575151774	0.698410092	2.575874582	4.963249866	295.9449553	293.7021852	290.3882379
64200	0.489143644	0.575067008	0.69811413	2.608864308	5.006088547	295.9399548	293.6665405	290.3271738
64500	0.489149437	0.574982242	0.697818169	2.641844289	5.048937311	295.9349544	293.6308957	290.2661096
64800	0.489155231	0.574897476	0.697522207	2.674814526	5.091796375	295.9299539	293.5952509	290.2050455
65100	0.489142023	0.574812417	0.697245218	2.703540313	5.131840239	295.9190103	293.5598432	290.1495915
65400	0.489128815	0.574727358	0.69696823	2.732257647	5.171863926	295.9080668	293.5244355	290.0941376
65700	0.489115607	0.5746423	0.696691242	2.760966527	5.211867436	295.8971232	293.4890277	290.0386836
66000	0.489080894	0.57455642	0.696422262	2.785039269	5.287034445	295.8785773	293.4536289	289.9842969
66300	0.48904618	0.574470541	0.696153281	2.809104899	5.362145489	295.8600315	293.41823	289.9299102
66600	0.489011467	0.574384661	0.695884301	2.833163417	5.437200567	295.8414856	293.3828311	289.8755235
66900	0.488959643	0.574296723	0.695612018	2.853536265	5.430475535	295.8196705	293.3470225	289.8209726
67200	0.48890782	0.574208785	0.695339734	2.873902996	5.423753581	295.7978554	293.3112139	289.7664217
67500	0.488855996	0.574120847	0.69506745	2.89426361	5.417034705	295.7760404	293.2754053	289.7118708
67800	0.488823741	0.574030964	0.694793223	2.91297796	5.457254387	295.7591122	293.2391517	289.6566192
68100	0.488791486	0.573941081	0.694518995	2.931686603	5.497444729	295.742184	293.2028982	289.6013676
68400	0.488759231	0.573851198	0.694244768	2.950389537	5.537605732	295.7252559	293.1666447	289.546116
68700	0.488743806	0.573761568	0.693982004	2.969274394	5.370791512	295.714575	293.1305843	289.4940083
69000	0.488728381	0.573671938	0.69371924	2.988153518	5.20399824	295.7038941	293.0945239	289.4419006
69300	0.488712955	0.573582309	0.693456475	3.007026909	5.037225914	295.6932131	293.0584635	289.3897929
69600	0.488673333	0.573493614	0.693204381	3.024987974	5.256533496	295.6729879	293.0228833	289.3404503
69900	0.488633711	0.57340492	0.692952286	3.042943648	5.475796403	295.6527627	292.9873031	289.2911077
70200	0.488594088	0.573316226	0.692700192	3.060893932	5.695015484	295.6325374	292.9517229	289.2417651
70500	0.488550318	0.573227717	0.692458484	3.076344746	5.62463265	295.6107013	292.9162886	289.1951965
70800	0.488506548	0.573139209	0.692216775	3.091790921	5.554267716	295.5888652	292.8808543	289.148628
71100	0.488462778	0.5730507	0.691975067	3.107232455	5.483920681	295.5670291	292.84542	289.1020594
71400	0.488437898	0.572963363	0.691739217	3.121754878	5.581502858	295.5517746	292.8104374	289.0553041
71700	0.488413019	0.572876026	0.691503367	3.136272986	5.679016469	295.53652	292.7754548	289.0085489
72000	0.488388139	0.572788689	0.691267517	3.150786779	5.776461519	295.5212655	292.7404722	288.9617936
72300	0.488358256	0.572701671	0.691007468	3.166097769	6.046798536	295.5030076	292.7057579	288.908126
72600	0.488328373	0.572614653	0.690747418	3.181404249	6.31676012	295.4847498	292.6710436	288.8544585
72900	0.488298489	0.572527635	0.690487369	3.196706216	6.586346272	295.466492	292.6363293	288.8007909
73200	0.488239488	0.572437073	0.690204226	3.212931162	6.64497999	295.4400907	292.600722	288.7393147
73500	0.488180486	0.57234651	0.689921082	3.229151201	6.703545279	295.4136894	292.5651147	288.6778384
73800	0.488121484	0.572255948	0.689637939	3.245366332	6.76204214	295.3872882	292.5295074	288.6163621
74100	0.488079781	0.572159576	0.689342335	3.263150299	6.782220649	295.3657483	292.4922435	288.550046
74400	0.488038077	0.572063205	0.689046731	3.280928634	6.802376872	295.3442085	292.4549796	288.4837298
74700	0.487996374	0.571966833	0.688751127	3.298701337	6.822510809	295.3226686	292.4177157	288.4174136
75000	0.487953197	0.5718655	0.688462554	3.31846294	6.82750068	295.3027983	292.3790818	288.3520992
75300	0.48791002	0.571764167	0.68817398	3.338218055	6.832497997	295.2829279	292.3404479	288.2867848
75600	0.487866844	0.571662834	0.687885406	3.357966685	6.837502878	295.2630576	292.301814	288.2214704
75900	0.487807969	0.571556813	0.687599619	3.377929817	6.988341395	295.2364102	292.2618948	288.1559758
76200	0.487749095	0.571450793	0.687313832	3.397886163	7.139022443	295.2097628	292.2219757	288.0904813
76500	0.487690221	0.571344772	0.687028044	3.417835723	7.289546022	295.1831154	292.1820565	288.0249867
76800	0.487631906	0.571234606	0.68675648	3.437054399	7.126130977	295.1580731	292.1409277	287.9612936
77100	0.487573592	0.57112444	0.686484916	3.456266321	6.962772723	295.1330307	292.0997988	287.8976005
77400	0.487515277	0.571014273	0.686213351	3.475471491	6.799471255	295.1079883	292.05867	287.8339074
77700	0.487493247	0.570903177	0.685953893	3.494952908	6.752381617	295.093098	292.0172805	287.7737184
78000	0.487471217	0.570792081	0.685694434	3.514427431	6.705311267	295.0782076	291.9758911	287.7135294
78300	0.487449187	0.570680985	0.685434975	3.533895059	6.658260204	295.0633172	291.9345016	287.6533404
78600	0.487427224	0.570571895	0.685186987	3.554026457	6.657227561	295.0491086	291.893805	287.5957865
78900	0.487405261	0.570462806	0.684938999	3.574150853	6.656194591	295.0349001	291.8531085	287.5382327
79200	0.487383298	0.570353716	0.684691011	3.594268248	6.655161296	295.0206915	291.8124119	287.4806788
79500	0.487345627	0.570246715	0.684450189	3.613652625	6.808964241	295.0003805	291.7724367	287.4244281
79800	0.487307956	0.570139714	0.684209366	3.63303037	6.962732898	294.9800695	291.7324615	287.3681774
80100	0.487270284	0.570032713	0.683968544	3.652401482	7.116467934	294.9597585	291.6924863	287.3119266
80400	0.487216046	0.569926385	0.683729018	3.67015917	7.173250284	294.9353627	291.6527816	287.2552456
80700	0.487161808	0.569820058	0.683489492	3.687910801	7.229989323	294.910967	291.6130768	287.1985646
81000	0.48710757	0.56971373	0.683249966	3.705656376	7.286685051	294.8865713	291.573372	287.1418836
81300	0.487044179	0.569606596	0.683010513	3.722279277	7.368203836	294.8611673	291.5334605	287.0825271
81600	0.486980789	0.569499463	0.68277106	3.738896458	7.449644854	294.8357634	291.4935491	287.0231706
81900	0.486917399	0.56939233	0.682531606	3.755507921	7.531008109	294.8103594	291.4536376	286.9638142
