mean_consumption,ratio_house,ratio_apartment
4.8130485456870185,0.3861531789333362,0.6138468210666638
4.646837742562728,0.24804570046335464,0.7519542995366453
5.087572461490705,0.3798680824226659,0.6201319175773341
7.390723673359542,0.7961910126266355,0.20380898737336456
7.901458449221196,0.8578039694282962,0.14219603057170382
7.772670050145612,0.8852813852813852,0.1147186147186147
5.115520684278215,0.6689240030097818,0.3310759969902182
7.4415922671353245,0.7416520210896309,0.2583479789103691
6.560783249761131,0.8355212355212355,0.16447876447876447
6.251651991408714,0.945412028439267,0.05458797156073296
7.257828557364549,0.8078602620087336,0.19213973799126643
4.636888489893844,0.3692115143929912,0.6307884856070087
6.060801867336395,0.7323943661971831,0.2676056338028169
5.74153011132619,0.4205096145878522,0.5794903854121477
6.342057727537478,0.0246673103258652,0.9753326896741348
5.720199482101198,0.46316825568033104,0.5368317443196691
3.7401101210856003,0.16503438774616588,0.8349656122538341
6.187754923357922,0.5964911001279112,0.4035088998720887
5.78988202247191,0.5547752808988764,0.4452247191011236
5.576099258414147,0.3662293211637193,0.6337706788362807
5.164505142857143,0.4868571428571429,0.5131428571428571
7.404290474491703,0.7985378946619196,0.20146210533808043
8.076330424332879,0.8923649606484755,0.1076350393515244
3.8352201050632715,0.01980552254916955,0.9801944774508304
3.46510328244262,0.05018030758218062,0.9498196924178194
4.203411229821023,0.06196266021076762,0.9380373397892324
3.3257338412145185,0.24391211345430672,0.7560878865456934
2.413220016336325,0.186166571133145,0.813833428866855
3.0849131561102427,0.2430133750455372,0.7569866249544629
3.4833026313493716,0.11722270212764488,0.8827772978723551
3.963765859406357,0.1466950989958247,0.8533049010041753
3.733841400308875,0.5524023575220424,0.4475976424779576
4.469934458660659,0.608432732852065,0.391567267147935
2.7942015013524295,0.17865136893197148,0.8213486310680286
3.9208508417384604,0.4216009311215207,0.57839906887847925
2.397381067001754,0.1378702543123895,0.8621297456876105
3.2654275559099144,0.06348607514853707,0.9365139248514628
3.4089106987234756,0.0567467146069368,0.9432532853930632
2.495470844309895,0,1
5.001487306543668,0.8269235878057822,0.17307641219421782
3.5836265019843956,0.6026039343369661,0.397396065663034
9.645832276494444,0.9420560747663552,0.05794392523364485
8.730869928977812,0.904403477482516,0.095596522517484
7.517542235727335,0.9027109794137458,0.09728902058625422
6.309827291552448,0.7727272727272727,0.2272727272727273
7.68839512998461,0.5388446215139442,0.4611553784860558
6.675329284010751,0.7896735003796507,0.21032649962034927
8.853148479310198,0.9557522123893806,0.04424778761061947
6.727548979591837,0.6846938775510204,0.3153061224489796
8.910719481543136,0.8789445876549884,0.1210554123450116
11.50731075763996,0.789558093092367,0.21044190690763293
7.555453713675496,0.9453269640716122,0.05467303592838777
7.780914634146341,0.7804878048780488,0.2195121951219512
9.308185443948174,0.9398315352016382,0.06016846479836184
5.72578289925873,0.5472636815920398,0.45273631840796025
8.452244013827745,0.847209309621191,0.15279069037880896
8.56819653820097,0.6191504109888208,0.3808495890111792
6.676216812082628,0.7927756653992395,0.20722433460076045
9.215403002384681,0.6830142393164177,0.31698576068358236
7.866442413162706,0.7861060329067642,0.21389396709323583
8.859240590014021,0.8177966101694915,0.1822033898305085
7.666463063063063,0.9441441441441442,0.05585585585585585
7.511734837799717,0.913963328631876,0.08603667136812412
9.04797346512439,0.7370892018779343,0.26291079812206575
6.534872933169948,0.5908491838628916,0.4091508161371084
6.980610084033613,0.6935574229691877,0.30644257703081235
6.40198375528373,0.13700966458214894,0.862990335417851
10.87326437426611,0.6644920782851816,0.33550792171481825
9.026415767826728,0.39505300353356887,0.604946996466431
7.881004118324688,0.84472049689441,0.15527950310559005
6.628036662452592,0.7332490518331226,0.2667509481668774
8.05136630239687,0.9767555583337688,0.02324444166623134
10.952174884599712,0.8272727272727273,0.17272727272727273
7.583158139534883,0.8465116279069768,0.15348837209302327
6.708400869093489,0.8631998073941488,0.1368001926058512
4.292996907621486,0.16174661746617464,0.8382533825338254
4.420861089569281,0.06444605358435918,0.9355539464156408
3.3119168585485985,0.05568862275449101,0.944311377245509
7.717343299750937,0.8541352101920665,0.14586478980793346
9.1690909090704391,0.9763688851432004,0.02363111485679953
7.592638826185102,0.8837471783295711,0.1162528216704289
4.483238782567523,0.16127802093175905,0.838721979068241
5.851159806389311,0.400395809202069,0.599604190797931
7.5207493861904124,0.3334398977635818,0.6665601022364182
6.874670746634047,0.8835149003508093,0.11648509964919074
7.451852189781022,0.9452554744525548,0.05474452554744526
