TIMESTAMP,e_hp,e_dhw,e_fan,e_other,ti,tg,ts,te,i_sol,wind_speed
2013-11-01,22.765625,36.421875,9.866156250000003,227.17030208333338,24.0897890946502,19.50503472222223,12.687268518518524,17.138425925925922,125.65962499999999,0.9309791666666668
2013-11-02,22.942708333333332,32.010416666666664,9.985406249999999,232.48334375000002,22.716081532921805,18.403356481481477,8.639988425925928,10.260706018518519,90.86609374999999,0.6845729166666666
2013-11-03,23.0725,28.195,9.977400000000001,226.73010000000005,21.18138271604938,17.368833333333328,10.67661111111111,7.348555555555554,113.59297000000001,0.9137599999999999
2013-11-04,49.60208333333333,58.770833333333336,10.032833333333333,228.39633333333347,20.667804783950622,16.77118055555555,11.52488425925926,8.462442129629629,116.15322916666668,0.33362500000000006
2013-11-05,23.098958333333332,57.510416666666664,10.008041666666665,301.6325833333333,20.97977752057614,16.91041666666666,11.53229166666666,10.836342592592588,108.98072916666668,0.33696875
2013-11-06,23.005208333333332,55.953125,10.292666666666667,280.0146250000001,21.400958076131687,17.367534722222214,13.797685185185188,14.630381944444444,87.00866666666671,0.32739583333333333
2013-11-07,22.872395833333332,54.848958333333336,9.956583333333333,260.5303958333332,22.42375900205762,17.700983796296292,12.996180555555556,11.258796296296303,99.11281249999996,0.9693124999999999
2013-11-08,49.257291666666674,58.979166666666664,10.055052083333328,225.04182291666658,20.92070473251029,16.066145833333334,8.218113425925925,4.590972222222223,132.03009375000002,1.010635416666667
2013-11-09,129.21614583333331,45.28125,10.07391666666666,219.9911874999999,20.157445987654317,15.507523148148147,9.269560185185187,4.979340277777779,82.95123958333332,0.40859374999999987
2013-11-10,83.24218750000001,56.6875,10.016802083333332,220.33996875000003,20.990252057613166,15.711979166666671,7.418055555555552,9.707696759259258,123.09131250000003,0.5484791666666665
2013-11-11,62.46041666666667,49.359375,10.024687499999995,227.5305208333334,20.848636831275716,15.477083333333335,6.594965277777774,7.29820601851852,123.13101041666668,0.43315624999999985
2013-11-12,106.05572916666665,48.28125,9.982229166666663,270.2589166666666,20.254218106995886,15.093692129629636,8.212210648148153,4.105960648148145,32.553093749999995,2.381781249999999
2013-11-13,270.7713541666665,109.64583333333333,9.981416666666664,265.29410416666667,20.67422196502058,12.442418981481481,3.4282407407407423,-0.4186921296296294,125.8122916666667,1.1406875
2013-11-14,184.86041666666662,46.151041666666664,9.969447916666667,258.4409687499999,20.727533436214,12.779340277777777,4.020428240740743,1.3490162037037032,124.29046875,0.3717083333333333
2013-11-15,180.31614583333328,39.661458333333336,10.044218749999997,220.94692708333332,20.26712319958847,13.388310185185185,8.197453703703701,3.9212962962962963,36.35363541666667,0.11478125000000002
2013-11-16,61.63802083333334,34.734375,10.026885416666662,221.33509375000017,20.35886702674897,14.689467592592601,14.14664351851851,10.41290509259259,54.360291666666654,0.15033333333333335
2013-11-17,23.190104166666668,37.822916666666664,9.991572916666664,223.34957291666663,20.243402777777778,15.685243055555565,18.959548611111117,15.076967592592593,23.568,0.2603645833333333
2013-11-18,22.033854166666668,47.005208333333336,10.008468749999999,221.36913541666664,21.52108410493828,16.292650462962964,12.585474537037038,12.985011574074077,119.1630937500001,0.7694062500000003
2013-11-19,58.25416666666667,53.697916666666664,10.050885416666661,279.9553645833334,20.69716435185185,15.101562499999998,6.592708333333335,6.517361111111113,116.62285416666674,1.7261562499999996
2013-11-20,97.2744791666667,65.8125,10.030999999999997,278.01222916666677,20.817804783950617,14.503877314814817,6.585706018518518,6.049479166666667,114.42277083333336,0.38477083333333334
2013-11-21,61.48229166666667,56.213541666666664,10.394562499999997,264.1491874999999,20.158359053497936,14.849421296296292,9.701157407407406,9.027256944444446,66.17265624999997,0.3846354166666668
2013-11-22,22.033854166666668,70.30729166666667,10.01589583333333,220.68983333333344,19.86394675925926,15.591840277777775,17.396122685185176,12.681770833333331,11.755208333333334,0.04983333333333334
2013-11-23,67.3171875,46.276041666666664,10.040499999999996,221.94439583333335,20.213959619341562,15.37806712962963,11.546296296296298,7.070081018518518,77.24258333333331,1.769635416666666
2013-11-24,247.3869791666665,55.546875,10.022583333333328,218.11127083333326,20.57355324074075,13.299594907407405,3.443576388888886,-1.7755787037037039,117.57398958333334,2.62159375
2013-11-25,277.5203124999998,56.541666666666664,9.954239583333331,226.98378124999996,20.455002572016465,12.837268518518519,2.7799768518518513,-0.24461805555555494,38.21319791666669,0.4611041666666665
2013-11-26,204.86666666666648,62.213541666666664,10.010666666666667,275.0289166666667,20.353710133744855,13.14953703703704,10.505844907407413,3.1122685185185177,9.621114583333325,0.5585520833333334
2013-11-27,252.61354166666652,66.13541666666667,9.932364583333333,279.90721875000025,20.412152777777774,12.917245370370376,7.60972222222222,0.04797453703703686,26.301218750000004,0.7969270833333337
2013-11-28,231.19374999999988,66.20833333333333,9.954635416666667,257.38807291666666,20.60081661522634,12.262905092592591,4.334722222222223,-0.8968749999999993,108.90424999999995,0.4459583333333333
2013-11-29,213.28541666666652,72.28125,10.025729166666663,215.23052083333334,20.657079475308638,12.00393518518519,5.1597800925925945,0.38269675925925917,109.22710416666665,0.7159895833333335
2013-11-30,190.4578124999999,48.005208333333336,10.056666666666668,221.04802083333337,20.68439429012346,12.065104166666666,5.890277777777777,1.6793402777777775,100.89037500000005,0.2647083333333334
2013-12-01,158.98124999999996,58.348958333333336,10.015208333333334,218.95666666666662,20.68711419753087,12.276736111111113,6.3828125,4.592708333333334,104.3474895833333,0.3431875
2013-12-02,109.80416666666666,59.223958333333336,9.969499999999998,225.83050000000006,20.187770061728394,13.216493055555558,12.432233796296302,7.4902199074074085,12.735645833333338,0.007989583333333333
2013-12-03,80.08020833333335,65.30729166666667,9.968895833333335,256.22172916666676,20.12165637860083,13.89855324074074,14.803703703703698,9.683159722222227,40.01433333333335,0.079875
2013-12-04,56.126562500000006,41.166666666666664,9.9311875,280.9005833333334,20.411760545267494,14.729745370370376,16.426851851851847,13.673321759259265,45.28969791666666,0.046468749999999996
2013-12-05,22.802083333333332,75.015625,10.101124999999998,257.35200000000003,21.23391846707819,15.94218749999999,19.911111111111115,18.346817129629635,38.74311458333333,0.3754895833333333
2013-12-06,48.400000000000006,35.40625,9.958489583333336,218.03213541666662,20.68787937242799,15.577141203703698,16.500520833333336,7.478645833333331,15.239781250000014,0.6420416666666666
2013-12-07,241.32291666666654,34.619791666666664,10.021666666666667,222.10333333333338,20.325205761316877,13.862152777777778,11.633159722222217,2.218576388888889,36.36946875000002,2.4328645833333336
